Ticker,LONG_COMP_NAME,CIE_DES_BULK
EAGM US Equity,El Alacran Gold Mine Corp,
2035 TT Equity,Tang Eng Iron Works Co Ltd,
2456453D AU Equity,Summit Resources Ltd,"Summit Resources Limited explores for and acquires gold, base metals, preciousmetals and industrial minerals through company-owned drilling operations inQueensland."
NMR AU Equity,Native Mineral Resources Holdings Ltd,Native Mineral Resources Holdings Limited operates as an exploration company.The Company develops and explores gold and coper deposits in Queensland andgold deposits in Western Australia. Native Mineral Resources serves customersworldwide.
OROE US Equity,Oro East Mining Inc,
301160 CH Equity,Suzhou Xianglou New Material Co Ltd,"Suzhou Xianglou New Material Co.,Ltd. manufactures and distributes steelproducts. The Company produces cold rolled steel strips, carbon steel, alloystructural steel, alloy tool steel, spring steel, bearing steel, and otherproducts. Suzhou XiangLou New Material also provides related new steel materialtechnical advisory services."
NMT AU Equity,Neometals Ltd,"Neometals Ltd is an emerging, sustainable battery materials producer. TheCompany aims to reduce reliance on traditional mining and processing, andsupport circular economic principles. Neometals serves customers worldwide."
UFAL RU Equity,Ufaleynickel PJSC,
UEX CN Equity,UEX Corp,
PSP AU Equity,Prosperity Resources Ltd,"Prosperity Resources Ltd. explores for gold, copper and iron.  The Companyoperates on the Pinang-Pinang Gold Copper Project in Aceh, Indonesia, theTennant Creek Property in the Northern Territory, and in the Murchison regionof Western Australia."
LEO CN Equity,Lion Copper and Gold Corp,
SFMI US Equity,Silver Falcon Mining Inc,
TAMP IN Equity,Suryoday Allo-Metal Powders Ltd,
NMG AU Equity,New Murchison Gold Ltd,"New Murchison Gold Limited operates as a mineral exploration and developmentcompany. The Company holds a substantial package of tenements in the prolificMurchison goldfield near Meekatharra, Western Australia. New Murchison Goldserves customers worldwide."
003043 CH Equity,Suzhou Huaya Intelligence Technology Co Ltd,
CTCL IN Equity,Captain Technocast Ltd,
065620 KS Equity,Jenax Inc,
