ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,ACCURACY_M,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,COMPANY_WEBSITES,PROVINCES,GEOLOGIC_AGE,DEPOSIT_MODEL
335119,Rodds Peninsula (IA),,QLD,151.7,-24.0269,2000,mineral deposit,"Rt, Zrn, Ilm, Mnz",,"Rutile, Zircon, Ilmenite, Monazite",Department of Natural Resources and Mines,http://www.nrm.qld.gov.au,New England Orogen,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
335120,Sorby Hills,"Bonaparte Basin, Sandy Creek",WA,128.9827,-15.4494,100,feasibility,"Pb, Ag",Zn,"Lead, Silver, (Zinc)",Boab Minerals Ltd,https://boabmetals.com/,Bonaparte Basin,,"Environment: Basin hydrothermal, Group: Mississippi Valley-type (MVT), Type: MVT zinc-lead"
335122,Burtville,Burtville Project,WA,122.6402,-28.7649,500,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,
335124,Minnamoolka,,QLD,145.1167,-18.1803,2000,mineral deposit,Ni,Co,"Nickel, (Cobalt)",Australian Mines Ltd,https://australianmines.com.au/,Georgetown Block,Cenozoic,
335125,Quigleys,"Edith North, New Mt Todd",NT,132.1249,-14.1119,500,mineral deposit,Au,,Gold,Vista Gold Corporation,http://vistagold.com/,Mount Todd Gold Metallogenic Province,Paleoproterozoic,
335126,Zapopan,,NT,131.4376,-13.4756,100,historic mine,"Ag, Au, Pb",,"Silver, Gold, Lead",Northern Gold,http://www.northerngold.com.au,"Pine Creek Orogen, Mount Todd Gold Metallogenic Province",Proterozoic,
335133,Conrad,"Allwell, King Conrad",NSW,151.0244,-29.9549,30,historic mine,"Ag, Sn, In, Zn, Cu, Pb",,"Silver, Tin, Indium, Zinc, Copper, Lead","Thomson Resources Ltd, Malachite Resources Limited, Silver Mines Limited","http://www.thomsonresources.com.au, http://www.malachite.com.au/, https://www.silvermines.com.au/projects/other-projects/",New England Orogen,,"Environment: Magmatic hydrothermal, Group: Vein, Type: Vein polymetallic"
335134,Peelwood Project,"Aurora, Central Hill, John Fardy Lode",NSW,149.4216,-34.1135,2000,historic mine,"Zn, Cu, Ag","Pb, Au","Zinc, Copper, (Lead, Silver, Gold)",Balamara Resources Limited,http://balamara.com.au/,"Lachlan Orogen, Lachlan Orogen, Hill End - Ngunnawal Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Felsic-siliciclastic VMS"
335136,Lancefield Project,Lancefield Project,WA,122.3845,-28.5545,999,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Terrane",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
335138,Liddell,Liddell State,NSW,150.9999,-32.3916,2000,closed,Cbl,,Coal - black,"Mitsui Matsushima Co. Ltd, Glencore Plc, Liddell Coal","http://www.mitsui-matsushima.co.jp/english/, http://www.glencore.com/, http://www.liddellcoal.com.au/",Sydney Basin,,
335140,Yellow Aster,,WA,120.5703,-27.5106,500,historic mine,Au,,Gold,Ramelius Resources Limited,http://www.rameliusresources.com.au/,"Yilgarn Craton, Norseman-Wiluna Belt",Archean,
362716,South Miitel,New South Miitel,WA,121.6563,-31.5912,100,mineral deposit,"Cu, Co, Ni",,"Copper, Cobalt, Nickel",,,"Yilgarn Craton, Eastern Goldfields Province",Archean,
334352,Wonbindi,,QLD,149.622,-24.022,999,mineral deposit,Cbl,,Coal - black,,,Bowen Basin,,
335328,Harefield,,TAS,148.1824,-41.6085,999,mineral deposit,Cbl,,Coal - black,,,Tasmania Basin,,
335684,Toolleen,,VIC,144.6846,-36.7121,999,mineral deposit,Au,,Gold,,,Lachlan Orogen,,
335824,Sheahan-Grants,Junction Reefs,NSW,148.98,-33.6169,2000,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Cadia Porphyry Copper Gold Metallogenic Province, Hill End, Macquarie Igneous Province, Molong - Sofala Igneous Subprovince",,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn gold ± copper ± tungsten"
640832,Four Pits,,WA,118.8386,-28.609,100,historic mine,Au,,Gold,,,,,
335957,Bronzewing Western,"Bronzewing, West Zone",WA,120.9903,-27.3115,250,historic mine,Au,,Gold,,,"Yilgarn Craton, Eastern Goldfields Province",Archean,
334051,Lowmead,,QLD,151.6677,-24.4318,100,mineral deposit,Osh,,Oil shale,,,,,
333836,Wellington Alluvials,,NSW,148.9512,-32.5453,999,mineral deposit,Au,,Gold,,,Lachlan Orogen,,
333910,Greenvale,,QLD,144.8311,-18.9755,999,historic mine,"Ni, Co",,"Nickel, Cobalt",,,Greenvale Province,,
334848,Prince of Wales,,QLD,139.9542,-20.9516,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
333809,Turtle,,WA,125.3118,-17.4136,100,mineral deposit,"Au, Pb, Zn, Ag, Cu",,"Gold, Lead, Zinc, Silver, Copper",,,,Proterozoic,
335270,Karridale,,WA,115.1412,-34.1519,999,mineral deposit,"Ilm, Leu, Zrn, Rt",,"Ilmenite, Leucoxene, Zircon, Rutile",,,,,
627215,Boolgeeda CID,,WA,116.7657,-22.6147,500,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,
523780,Klondyke King,,WA,119.8923,-21.3355,999,mineral deposit,Au,,Gold,,,Pilbara Craton,,
335606,Blacks Creek,Nymbool Porphyry,QLD,144.9678,-17.6818,500,mineral deposit,Au,,Gold,,,,,
861608,Comedy King,,,119.9549,-26.7621,,mineral deposit,Au,,Gold,,,,,
333752,Friendly Beaches,,TAS,148.2813,-42.0084,100,mineral deposit,Zrn,,Zircon,,,,,
335417,Scott River,,WA,115.3332,-34.2601,100,mineral deposit,Fe,,Iron,,,,,
334112,Pipeline,Collinsville,QLD,147.8669,-20.6385,10,mineral deposit,Cbl,,Coal - black,,,Bowen Basin,,
334106,Cowley Hills,,NSW,149.7178,-34.7453,999,mineral deposit,"Cu, Zn, Au, Ag, Pb",,"Copper, Zinc, Gold, Silver, Lead",,,Lachlan Orogen,Paleozoic,
334749,Rosebud Extended,Rosebud 2,QLD,139.9732,-20.8286,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
333798,Radium Hill,,SA,140.6353,-32.3426,500,historic mine,"U3O8, U",,"Uranium oxide, Uranium",,,Curnamona Province,Proterozoic,"Environment: Regional metasomatic, Group: Metasomatic iron, Type: Iron oxide uranium"
806901,Winchelsea Island,,NT,136.508,-13.769,1000,mineral deposit,MnOre,Mn,"Manganese ore, (Manganese)",,,,,
529937,Caroona,,NSW,150.4346,-31.3985,999,mineral deposit,Cbl,,Coal - black,,,Gunnedah Basin,,
600503,Syerston (Jervois),,NSW,147.4196,-32.7567,200,mineral deposit,Sc,,Scandium,,,,,
336144,Burnt Creek,,VIC,143.7013,-36.8288,999,mineral deposit,Au,,Gold,,,Lachlan Orogen,,
335881,Mount Gould,,WA,117.3376,-25.7986,100,mineral deposit,Fe,,Iron,,,Yilgarn Craton,,
336290,Rocky River,,TAS,145.1847,-41.6289,999,mineral deposit,FeOre,"Fe, Phos","Iron ore, (Iron, Phosphate)",,,Delamerian Orogen,,
336165,Ios,,NT,131.3199,-13.4016,10,mineral deposit,Au,,Gold,,,Pine Creek Orogen,,
333945,Fullerton Cove Extension,,NSW,152.183,-32.7,999,historic mine,"Ilm, Zrn, Rt",,"Ilmenite, Zircon, Rutile",,,,,
334281,Lucknow,Wentworth,NSW,149.1649,-33.3473,250,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Hill End, Macquarie Igneous Province, Molong - Sofala Igneous Subprovince",,"Environment: unknown, Group: unknown, Type: unknown"
336250,Surface Ridge,,NSW,149.7039,-33.1059,999,mineral deposit,Au,,Gold,,,Lachlan Orogen,,
334093,Lady Rose,"Jola Rose, Rose",QLD,139.9732,-20.9016,500,historic mine,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
335836,Mount Burton,,NT,130.9636,-12.977,100,historic mine,"Cu, U, U3O8",,"Copper, Uranium, Uranium oxide",,,Pine Creek Orogen,Proterozoic,
334047,Warroo,,QLD,151.4415,-28.5955,10,mineral deposit,Au,,Gold,,,New England Orogen,,
334643,Yalwal,,NSW,150.383,-34.9299,2000,historic mine,"Ag, Au",,"Silver, Gold",,,"Lachlan Orogen, Lachlan Orogen, Yalwal Gold Metallogenic Province, Eden-Comerong-Yalwal Rift",,"Environment: Magmatic hydrothermal, Group: Epithermal, Type: Low-sulfidation (LS) epithermal gold-silver"
455538,Arrowie Gorge,,SA,139.232,-30.7123,999,mineral deposit,Mn,,Manganese,,,Delamerian Orogen,,
333572,Star of Kimberley,,WA,127.9301,-17.8366,250,mineral deposit,Au,,Gold,,,,Proterozoic,
333938,Joyners Find,Wiluna West,WA,119.9525,-26.7775,100,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",,,Yilgarn Craton,,
336227,Wheal Ellen,,SA,138.9272,-35.1894,50,historic mine,"Pb, Au, Ag, Zn",,"Lead, Gold, Silver, Zinc",,,Kanmantoo Fold Belt,Paleozoic,"Environment: Basin hydrothermal, Group: Sediment-hosted, Type: Siliciclastic-mafic zinc-lead"
654478,Strathfield ,,WA,121.78,-30.7332,,mineral deposit,Au,,Gold,,,,,
335728,"Watchem ""A"" Strand",,VIC,142.8956,-36.0711,5000,mineral deposit,"Rt, Ilm, Zrn, Leu",,"Rutile, Ilmenite, Zircon, Leucoxene",,,Murray Basin,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
336072,Mount Tracey,,QLD,144.1,-17.5,2000,mineral deposit,Zn,,Zinc,,,,Paleozoic,
334356,Everton,,VIC,146.5786,-36.4079,100,historic mine,Mo,,Molybdenum,,,"Lachlan Orogen, Tabberabbera Zone",,"Environment: Magmatic hydrothermal, Group: Vein"
334970,Bungarra,,WA,121.4675,-27.3958,100,mineral deposit,Au,,Gold,,,"Yilgarn Craton, Eastern Goldfields Province",Archean,
335461,Wombat,"Lambing Flat, Young",NSW,148.2629,-34.4431,250,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Nerrigundah",,
336028,Handcuff,,QLD,146.2125,-20.3531,2000,mineral deposit,"Zn, Cu, Ag, Pb, Au",,"Zinc, Copper, Silver, Lead, Gold",,,"Charters Towers Province, Lolworth-Ravenswood Block, Thalanga Base Metal Metallogenic Province",,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic massive sulfide (VMS), Type: Bimodal felsic VMS"
335185,Mud Creek,,QLD,149.811,-26.0479,999,mineral deposit,Cbl,,Coal - black,,,Surat Basin,,
333445,Alice River,,QLD,143.2927,-15.4463,500,mineral deposit,Au,,Gold,,,,Paleozoic,
896639,Sovereign,,,121.9447,-30.9006,,mineral deposit,Au,,Gold,,,,,
335638,Annan River,,QLD,145.27,-15.5272,250,historic mine,Sn,,Tin,,,Hodgkinson Province,,
335469,Yudnamutana,North Flinders Ranges,SA,139.3167,-30.23,2000,historic mine,Cu,,Copper,,,Delamerian Orogen,Proterozoic,
336026,Tarnagulla Goldfield,,VIC,143.8362,-36.7461,2000,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province, Bendigo Zone",,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
335073,Warrell Creek,,NSW,152.9875,-30.6789,999,mineral deposit,"Zrn, Rt","Ilm, Leu","Zircon, (Ilmenite, Rutile, Leucoxene)",,,,,
533379,Three Shafts,,WA,117.0542,-28.9402,999,mineral deposit,Au,,Gold,,,Yilgarn Craton,,
333879,Northampton,"Galena, Prothero",WA,114.6348,-28.3463,500,historic mine,"Pb, Cu, Ag, Zn",,"Lead, Copper, Silver, Zinc",,,Northampton Province,Proterozoic,
334475,White Range,Arltunga,NT,134.766,-23.4631,2000,historic mine,Au,,Gold,,,"Arunta Orogen, Arltunga Gold Metallogenic Province, Georgina Basin",Paleozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
334833,Gurrunda,,NSW,149.483,-34.6781,250,historic mine,Brt,,Barite,,,"Lachlan Orogen, Lachlan Orogen, Woodlawn Base Metal Metallogenic Province",,
628403,Boonanarring IA,,WA,115.8346,-31.2237,500,mineral deposit,"Zrn, Rt, Mnz, Leu","Ilm, Th","Zircon, (Ilmenite, Rutile, Monazite, Leucoxene, Thorium)",,,,,
335437,Mickey's Find Southern,,WA,119.3633,-21.0953,250,mineral deposit,"Ag, Au",,"Silver, Gold",,,Pilbara Craton,,
333500,Denman,,NSW,150.7784,-32.4158,2000,mineral deposit,Cbl,,Coal - black,,,Sydney Basin,,
334127,Talisker,,WA,115.3181,-26.6462,999,mineral deposit,Cbl,,Coal - black,,,Perth Basin,,
335598,Moranbah,,QLD,147.9927,-21.8732,999,mineral deposit,Cbl,,Coal - black,,,Bowen Basin,,
334422,Moe Swamp Basin,Gippsland Lignite Project,VIC,146.18,-38.167,999,mineral deposit,Cbr,,Coal - brown,,,Gippsland Basin,,
335442,Uralla,Rocky River,NSW,151.5008,-30.6517,100,historic mine,"Au, Ag, Sb",,"Gold, Silver, Antimony",,,"New England Orogen, Hillgrove Gold Metallogenic Province",Cenozoic,
333426,Goulburn,"Bangalore Creek, Jerrara Creek, Taylors Sinding, Tirrana, includes Joppa Creek",NSW,149.7178,-34.7453,999,mineral deposit,Fe,,Iron,,,Lachlan Orogen,,
335528,Jinkas Hill,Katanning Project,WA,117.9081,-33.5434,500,historic mine,Au,,Gold,,,Yilgarn Craton,Archean,
333700,Woodside,,SA,138.8867,-34.9906,50,historic mine,"Au, Ag",,"Gold, Silver",,,Waukaringa,,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
519425,Blue Tank,,WA,120.9135,-28.455,999,historic mine,Au,,Gold,,,Yilgarn Craton,,
336115,Gindalbie,,WA,121.7546,-30.3186,50,historic mine,Au,,Gold,,,"Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province",Archean,
567552,East Galah Creek,,QLD,138.1334,-19.7569,999,mineral deposit,"Phos, P2O5",,"Phosphate, Phosphorus oxide",,,Georgina Basin,,
334381,Finney's Hill,,QLD,152.8,-27.4968,2000,historic mine,"Ag, Pb",,"Silver, Lead",,,New England Orogen,,
335569,Blackwood-Trentham Goldfield,"Barrys Reef, Rogers Big Hill, Simmons Reef, Sultan",VIC,144.294,-37.4476,100,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,
334324,Hargreaves Zinc,,WA,128.6518,-15.3705,100,mineral deposit,"Pb, Zn","Ag, Cu","Lead, (Silver, Zinc, Copper)",,,,Paleozoic,
334392,Inheritance,Inherited,QLD,139.9042,-21.4776,100,mineral deposit,"Au, Cu",,"Gold, Copper",,,"Mount Isa Orogen, Mary Kathleen Zone",Proterozoic,
334687,Murray Basin,,VIC,142.1847,-36.6789,999,mineral deposit,Cbr,,Coal - brown,,,Murray Basin,Cenozoic,
335589,Three Springs,"Coodawa, Coodewa",WA,115.8606,-29.5022,100,operating mine,Tlc,,Talc,,,Yilgarn Craton,Proterozoic,
333394,Round Hill,,TAS,146.1521,-41.4801,100,historic mine,"Pb, Au, Ag",,"Lead, Gold, Silver",,,Delamerian Orogen,,
334659,Mount Metallic,,QLD,139.9272,-20.1876,100,historic mine,Cu,,Copper,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",Proterozoic,
334131,New Hill,,QLD,152.8321,-27.6202,999,historic mine,Cbl,,Coal - black,,,Ipswich Basin,,
334419,Woleebee,,QLD,149.8844,-26.1286,250,mineral deposit,Cbl,,Coal - black,,,Surat Basin,,
334097,Ballarat West,,VIC,143.8479,-37.5501,50,historic mine,Au,,Gold,,,"Lachlan Orogen, Lachlan Orogen",,
335839,Shannon-Zillmanton,,QLD,144.4774,-17.1356,250,historic mine,"Cu, Pb, Ag",,"Copper, Lead, Silver",,,Hodgkinson Province,,
336122,Umberumberka,,NSW,141.1913,-31.8892,500,historic mine,"Pb, Ag",,"Lead, Silver",,,Curnamona Province,Proterozoic,
334014,Shamrock,,QLD,152.2743,-26.2189,100,mineral deposit,Au,,Gold,,,New England Orogen,,
335673,Coen,Great Northern Mine,QLD,143.2059,-13.9433,250,historic mine,Au,,Gold,,,"Coen Block, Coen Metallogenic Province, Etheridge Province",Paleozoic,
573764,Duck Creek Mesa4 (Brockman Mining Ltd),,WA,116.6422,-22.5873,100,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,
333827,Alligator Anticline,,WA,118.6314,-23.0461,999,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",,,Hamersley Basin,,
334193,Shuttleton,"Commonwealth, Crowl Creek, South Shuttleton",NSW,146.0714,-32.1269,250,historic mine,Cu,,Copper,,,"Lachlan Orogen, Lachlan Orogen",,
335998,Cane River,,WA,115.6541,-22.1737,999,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",,,Pilbara Craton,,
455545,Etna,,SA,138.3682,-32.0712,999,historic mine,Mn,,Manganese,,,Delamerian Orogen,,
333601,Maramungee,,QLD,140.9102,-21.5725,500,mineral deposit,Zn,,Zinc,,,"Mount Isa Orogen, Cloncurry-Selwyn Zone",Proterozoic,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn zinc-lead-silver"
335249,Hamersley Iron - Hamersley Undeveloped,,WA,117.5758,-23.213,100,mineral deposit,"FeOre, Fe",,"Iron ore, Iron","Rio Tinto Limited, Hamersley Iron - Home Page","http://www.riotinto.com.au/, http://www.hamersleyiron.com",Hamersley Basin,,
335250,Ben Hur Panel 2,Navajo Chief Project - Binduli,WA,121.4108,-30.8521,500,historic mine,Au,,Gold,Norton Gold Fields Limited,http://www.nortongoldfields.com.au/,Yilgarn Craton,Archean,
335252,Cleo,Sunrise Dam Project,WA,122.4198,-29.0773,999,mineral deposit,Au,,Gold,AngloGold Ashanti Limited,http://www.anglogold.com/default.htm,Yilgarn Craton,Archean,
335257,Fernbank,,VIC,146.61,-38.267,999,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,http://www.dpi.vic.gov.au,Gippsland Basin,Cenozoic,
335259,Flynn Railway Station,,VIC,146.69,-38.177,999,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,http://www.dpi.vic.gov.au,Gippsland Basin,Cenozoic,
335261,Batavia - Meekatharra,Yaloginda Project,WA,118.4204,-26.6606,999,closed,Au,,Gold,"Reed Resources Limited, Westgold Resources Limited","http://www.reedresources.com/, http://www.westgold.com.au/",Yilgarn Craton,Archean,
335262,Leven Star,Malmsbury Project,VIC,144.3394,-37.1944,500,mineral deposit,Au,,Gold,Novo Resources Corp,http://novoresources.com,Lachlan Orogen,,
335264,Bidaminna,,WA,115.6034,-31.1005,999,under development,"Ilm, Zrn, Rt, Leu",,"Ilmenite, Zircon, Rutile, Leucoxene",Image Resources NL,http://www.imageres.com.au,,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
335266,Koolyanobbing,"B, C, D, E, F& K, Includes Deposits A",WA,119.538,-30.8336,25,care and maintenance,FeOre,Fe,"Iron ore, (Iron)","Mineral Resources, Cliffs Natural Resources","http://www.mineralresources.com.au/mrl-mining/lithium.html, http://www.cliffsnaturalresources.com","Yilgarn Craton, Western Gneiss Terrane",Archean,"Environment: Volcanic basin hydrothermal, Group: Volcanogenic, Type: Algoma-type banded iron formation"
335267,Ashton,,NSW,151.0667,-32.4667,999,operating mine,Cbl,,Coal - black,"Yancoal Australia Limited, Ashton Coal","http://www.yancoal.com.au/, http://www.ashtoncoal.com.au",Sydney Basin,,
335268,Van Uden,Mt Holland Gold Project,WA,119.6512,-32.1507,500,historic mine,Au,,Gold,Convergent Minerals Limited,http://www.convergentminerals.com/,Yilgarn Craton,Archean,
335271,Four Acres,,WA,115.5724,-34.3074,999,mineral deposit,"Ilm, Zrn","Rt, Leu","Ilmenite, Zircon, (Rutile, Leucoxene)",Tronox Limited,http://www.tronox.com,,,"Environment: Erosional, Group: Placer, Type: Heavy mineral sands"
335275,Quest 29,Mount Bundy Project,NT,131.5876,-12.9569,500,historic mine,Au,,Gold,China Hanking Holdings Limited,http://www.hankingmining.com/?lang=en,Pine Creek Orogen,Proterozoic,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
335276,Wannaway,,WA,121.5212,-31.6037,100,historic mine,Ni,"Co, Cu","Nickel, (Cobalt, Copper)",MIncor Resources NL,http://www.mincor.com.au/,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,
335278,Big Cadia,"Iron Duke, Little Cadia",NSW,148.9895,-33.4396,500,mineral deposit,"Au, Cu, Fe, Ag",,"Gold, Copper, Iron, Silver",Newcrest Mining Limited,http://www.newcrest.com.au/,"Lachlan Orogen, Lachlan Orogen",,"Environment: Magmatic hydrothermal, Group: Skarn, Type: Skarn copper"
335281,Craiggiemore,Central Laverton Project,WA,122.3982,-28.6581,500,historic mine,Au,,Gold,Focus Minerals Limited,http://www.focusminerals.com.au/,"Yilgarn Craton, Eastern Goldfields Province",Archean,
335282,Freshwater,Plutonic Project,WA,119.5454,-25.2993,500,historic mine,Au,,Gold,"Northern Star Resources Limited, Barrick Gold Corporation","http://www.nsrltd.com/, http://www.barrick.com/",Yilgarn Craton,Archean,
335283,Gilbeys,Dalgaranga Gold Project,WA,117.2653,-27.8462,500,historic mine,Au,,Gold,Gascoyne Resources Limited,http://www.gascoyneresources.com.au/,Yilgarn Craton,Archean,
335286,Moolarben,,NSW,149.785,-32.29,999,operating mine,Cbl,,Coal - black,Yancoal Australia Limited,http://www.yancoal.com.au/,Sydney Basin,,
335287,Authaal,Burnakura Project,WA,118.4568,-27.0598,500,historic mine,Au,,Gold,"Monument Mining Limited, Kentor Gold Limited","http://www.monumentmining.com/s/home.asp, http://www.kentorgold.com.au/",Yilgarn Craton,Archean,
335288,Barrambie,Bay Cove,WA,119.1225,-27.432,2000,mineral deposit,"FeOre, V, Ti, TiO2","Fe, V2O5","Iron ore, Vanadium, Titanium, Titanium dioxide, (Iron, Vanadium pentoxide)",Neometals Ltd,http://www.neometals.com.au/,"Yilgarn Craton, Barrambie Vanadium Metallogenic Province, Murchison Domain",Archean,"Environment: Magmatic, Group: Ultramafic and (or) mafic-layered intrusion, Type: U-M layered intrusion iron-titanium-vanadium"
335289,Beverley,,SA,139.6051,-30.1904,2000,care and maintenance,"U3O8, U",,"Uranium oxide, Uranium",Heathgate Resources Proprietary Limited,http://www.heathgate.com.au/,"Lake Eyre Basin, Callabonna Sub-basin",Cenozoic,"Environment: Infiltrational, Group: Uranium, Type: Sandstone uranium"
335290,Bluebird - South Junction,"Bluebird, South Junction, Yaloginda Project",WA,118.4251,-26.7162,999,mineral deposit,Au,,Gold,"Reed Resources Limited, Westgold Resources Limited","http://www.reedresources.com/, http://www.westgold.com.au/","Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,"Environment: Metamorphic hydrothermal, Group: Orogenic, Type: Mesozonal orogenic gold"
