ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,PROVINCES,GEOLOGIC_AGE,ENVIRONMENT,GROUP,TYPE,IGNEOUS,SEDIMENTARY,TECTONIC
333781,Worsley,"Boddington Bauxite Mine, Mt Saddleback",WA,116.4559,-32.9292,operating mine,Bx,"Al2O3, Sic","Bauxite, (Alumina, Silica)","BHP Group Limited, Japan Alumina Associates (Australia) Pty Ltd, Sojitz Corporation","Yilgarn Craton, Southwest Terrane, Western Gneiss Terrane",Cenozoic,Supergene,Laterite,Bauxite,,,West Australian Element
333783,Viney Creek,,NSW,152.181,-32.6017,historic mine,"Ilm, Zrn, Mnz","Rt, Mnsd","Ilmenite, Zircon, (Rutile, Monazite, Mineral sands)",Mineral Deposits Ltd,New England Orogen,,,,,,,New England Orogen
333784,Warrego,,NT,133.8237,-19.4448,operating mine,"Au, Cu, Bi, FeOre, Ag",Fe,"Gold, Copper, Bismuth, Iron ore, Silver, (Iron)","Northern Iron Pty Ltd, Territory Resources Ltd","Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Paleoproterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,Kalkarindji Igneous Province,Warramunga Province,North Australian Element
333785,Osborne,"Kulthor, Trough Tank",QLD,140.5736,-22.0939,closed,"Cu, Au",,"Copper, Gold","Chinova Resources, Shanxi Donghui","Mount Isa Orogen, Kuridala-Selwyn Domain, Selwyn Metallogenic Province, Cloncurry-Selwyn Zone",Mesoproterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,,Eromanga Basin,Kuridala-Selwyn Domain
333787,Carnilya,,WA,121.8636,-31.0533,historic mine,Ni,"Co, Cu","Nickel, (Cobalt, Copper)",MIncor Resources NL,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,,,West Australian Element
333788,Tartana,,QLD,144.266,-16.93,operating mine,Cu,,Copper,Tartana Minerals,Hodgkinson Province,Paleozoic,,,,,,Mossman Orogen
333789,Kangiara,,NSW,148.7537,-34.6008,historic mine,"Zn, Pb, Au, Ag, Cu",,"Zinc, Lead, Gold, Silver, Copper",Heron Resources Limited,"Lachlan Orogen, Lachlan Orogen",,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,,,Eastern Province
333791,Integra (Glennies Creek),,NSW,151.135,-32.4688,closed,Cbl,,Coal - black,Glencore Plc,Sydney Basin,,,,,,Sydney Basin,Eastern Province
333792,Mitchells Flat,,NSW,151.3139,-32.5324,mineral deposit,Cbl,,Coal - black,"Glencore Plc, Marubeni Corporation, Xstrata plc",Sydney Basin,,,,,,Sydney Basin,Eastern Province
333799,Scott River,,WA,115.3346,-34.2601,mineral deposit,"Ilm, Zrn, Rt, Leu, Mnsd",,"Ilmenite, Zircon, Rutile, Leucoxene, Mineral sands",Tronox Limited,Perth Basin,,Erosional,Placer,Heavy mineral sands,,Bunbury Trough,Pinjarra Orogen
333800,Nim 3,"Jundee Gold Project, Nimary Three",WA,120.594,-26.374,historic mine,Au,,Gold,Northern Star Resources Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Warakurna Large Igneous Province,,West Australian Element
333802,Angas,,SA,138.9159,-35.2511,care and maintenance,"Zn, Pb, Ag","Au, Cu","Zinc, Lead, (Gold, Silver, Copper)",Terramin Australia Limited,Kanmantoo Fold Belt,Paleozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-mafic zinc-lead,,,Delamerian Orogen
333803,Cosmos,Cosmos Deeps,WA,120.5777,-27.599,care and maintenance,"Ni, Pd, Pt, Au, Co","Cu, PGE","Nickel, (Copper, Palladium, Platinum, Gold, Cobalt, Platinum group elements)",IGO Ltd,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province",Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,,,West Australian Element
333804,Boomerang,Reedy's Project,WA,118.2887,-27.0444,historic mine,Au,,Gold,"Reed Resources Limited, Westgold Resources Limited",Yilgarn Craton,Archean,,,,Warakurna Large Igneous Province,Hope Paleovalley,West Australian Element
333806,Rand,Reedy's Project,WA,118.2702,-27.1215,historic mine,Au,,Gold,"Metals X Limited, Reed Resources Limited",Yilgarn Craton,Archean,,,,Warakurna Large Igneous Province,,West Australian Element
333808,Hornet,East Kundana JV,WA,121.264,-30.7497,mineral deposit,Au,,Gold,"Rand Mining Limited, Tribune Resources Limited, Northern Star Resources Limited, Barrick Gold Corporation","Yilgarn Craton, Kalgoorlie Terrane",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,Roe Paleovalley,West Australian Element
333810,Mount Angelo,Halls Creek Copper-Zinc Project,WA,127.4902,-18.4375,mineral deposit,"Cu, Zn, Au, Pb, Ag",,"Copper, Zinc, Gold, Lead, Silver",Cazaly Resources Limited,Halls Creek Orogen - central zone,Proterozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,Kalkarindji Igneous Province,,Halls Creek Orogen
333811,Beta Hunt,"Alpha, Beta Island",WA,121.6939,-31.2403,operating mine,"Au, Ni",,"Gold, Nickel",Westgold Resources Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,Lefroy Paleovalley,West Australian Element
333814,Bullant,"Carbine Project, Cross Lode, East Lode, Main Lode",WA,121.0578,-30.5275,mineral deposit,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,Roe Paleovalley,West Australian Element
333775,Jericho,,WA,120.4456,-27.0402,mineral deposit,Ni,,Nickel,BHP Group Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
333817,South Walker Creek,Kemmis-Walker,QLD,148.4427,-21.7709,operating mine,Cbl,,Coal - black,Stanmore Resources Limited,Bowen Basin,,,,,,Bowen Basin,Connors-Auburn Province
333818,Minerva,Athena,QLD,148.0471,-23.9214,closed,Cbl,,Coal - black,"Sojitz Corporation, Felix Resources, Yancoal Australia Limited",Bowen Basin,,,,,,Bowen Basin,Anakie Province
333820,King Solomon - Coolgardie,Lindsays-Bayleys Project,WA,121.1741,-30.9532,historic mine,Au,,Gold,Focus Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
333821,Roper Bar,"Area D, Area E, Area F, Gum Creek",NT,135.0907,-15.1487,operating mine,FeOre,Fe,"Iron ore, (Iron)",Nathan River Resources,McArthur Basin,,Basin chemical,Iron formation,Oolitic iron formation,,McArthur Basin,North Australian Element
333822,Bakers Flat,South Kalgoorlie Operations,WA,121.2687,-30.9694,mineral deposit,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited",Yilgarn Craton,Archean,,,,,Roe Paleovalley,West Australian Element
333823,Waite Kauri,,WA,121.7158,-28.6772,mineral deposit,"Ni, Co",,"Nickel, Cobalt",Alliance Nickel Ltd,"Yilgarn Craton, Eastern Goldfields Province",Cenozoic,,,,,,West Australian Element
333826,Paradigm,,WA,120.9383,-30.4749,mineral deposit,Au,,Gold,Evolution Mining Limited,,Archean,,,,,,West Australian Element
333832,Winchester,Batchelor,NT,131.05,-13.0472,mineral deposit,"Mgs, MgO",,"Magnesite, Magnesia (magnesium oxide)",Korab Resources Limited,,,,,,,,Pine Creek Orogen
333837,North Ironcap Group,,WA,119.69,-32.36,mineral deposit,Au,,Gold,Western Areas Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
333840,Galileo,,VIC,142.428,-34.9608,mineral deposit,"Rt, Zrn, Ilm",Leu,"Rutile, Zircon, Ilmenite, (Leucoxene)",Tronox Limited,Murray Basin,,Erosional,Placer,Heavy mineral sands,,Murray Basin,Stawell Zone
333843,Peak Hill,Peak Hill Project,WA,118.7172,-25.6394,historic mine,Au,,Gold,"Montezuma Mining Limited, Westgold Resources Limited","Yilgarn Craton, Bryah Basin, Plutonic Gold Metallogenic Province",Proterozoic,,,,Warakurna Large Igneous Province,,Marymia Dome
333844,Rosevale,Westbury,TAS,146.9175,-41.403,mineral deposit,Cbr,,Coal - brown,Tasmanian Minerals Council,Gippsland Basin,,,,,,Tasmania Basin,Delamerian Orogen
333847,Highland Chief,,WA,116.968,-29.1697,historic mine,Au,,Gold,Minjar Gold Pty Ltd,Yilgarn Craton,Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
333848,Monaco,,WA,116.9589,-28.9387,historic mine,Au,,Gold,Minjar Gold Pty Ltd,Yilgarn Craton,,,,,,,West Australian Element
333849,Zeus - Ashburton,Ashburton Gold Project,WA,117.9112,-23.4375,historic mine,Au,,Gold,Northern Star Resources Limited,,Paleoproterozoic,,,,Warakurna Large Igneous Province,Ashburton Basin,Pilbara Craton
333850,New Morning/Daybreak,NMDB,WA,119.6801,-32.4504,mineral deposit,"Ni, Co",,"Nickel, Cobalt",IGO Ltd,"Yilgarn Craton, Forrestania Nickel Metallogenic Province, Southern Cross Province",Archean,,,,,,West Australian Element
333852,Melba Flats,,TAS,145.3833,-41.85,mineral deposit,"Cu, Ni",,"Copper, Nickel",Mallee Resources Ltd,Delamerian Orogen,Paleozoic,,,,,Thylacine Province,Delamerian Orogen
333855,Apache,Binduli Project,WA,121.4097,-30.8258,historic mine,Au,,Gold,"Zijin Mining Group Company Ltd, Norton Gold Fields Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
333856,Junnagunna,,QLD,138.1412,-17.4756,mineral deposit,"U3O8, U",,"Uranium oxide, Uranium",Laramide Resources Limited,McArthur Basin,Proterozoic,Basin hydrothermal,Unconformity-related,Unconformity-related uranium,,McArthur Basin,North Australian Element
333860,West Rolleston,,QLD,148.069,-24.469,mineral deposit,Cbl,,Coal - black,Macarthur Coal,Bowen Basin,,,,,,Bowen Basin,Thomson Orogen
333862,Andamooka,,SA,137.17,-30.4471,operating mine,Opl,,Opal,"Argonaut Resources NL, Straits Resources Limited",Eromanga Basin,,,,,,Eromanga Basin,Olympic Domain
333863,Barbara - Surprise,"Barbara, South Kalgoorlie Operations, Surprise",WA,121.2482,-30.9641,historic mine,Au,,Gold,"Alacer Gold Corporation, Metals X Limited, Northern Star Resources Limited","Yilgarn Craton, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
333865,Cape Flattery,,QLD,145.2722,-14.9385,mineral deposit,Sisd,,Silica sand,Diatreme Resources Limited,Hodgkinson Province,,,,,,,Mossman Orogen
333866,Galtee More,Mt Magnet Project,WA,117.8312,-28.0127,historic mine,Au,,Gold,Ramelius Resources Limited,"Yilgarn Craton, Big Bell Gold Metallogenic Province, Murchison Domain",Archean,,,,,,West Australian Element
333815,Quartz Circle,,WA,120.1874,-21.665,mineral deposit,Cu,Au,"Copper, (Gold)","Cazaly Resources Limited, Corazon Mining Limited",Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
333869,Paradise South,Lady Annie,QLD,139.112,-19.7571,mineral deposit,Phos,P2O5,"Phosphate, (Phosphorus oxide)",Legend International Holdings Inc,Georgina Basin,,Basin chemical,Phosphorite,Phosphorite,,Georgina Basin,Mount Isa Orogen
333870,Lady Loretta,,QLD,139.0702,-19.7686,operating mine,"Zn, Pb",Ag,"Zinc, Lead, (Silver)",Glencore Plc,"Mount Isa Orogen, Century Domain, Lawn Hill Platform",Proterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,,,Mount Isa Orogen
333871,Marvel Loch,Southern Cross Operations,WA,119.4926,-31.4646,historic mine,Au,,Gold,"Shandong Tianye Real Estate, China Hanking Holdings Limited","Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province, Southern Cross Domain (Youanmi Terrane)",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
333872,Mertondale Project,Leonora - Mertondale Project,WA,121.545,-28.6656,historic mine,Au,,Gold,Patronus Resources,"Yilgarn Craton, Darlot Gold Metallogenic Province, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,,,,,,West Australian Element
333873,Mount Isa (Pb-Zn-Ag orebodies),Mt Isa,QLD,139.4756,-20.7159,operating mine,"Ag, Pb","Zn, Cu","Silver, (Zinc, Lead, Copper)",Glencore Xstrata plc,"Mount Isa Orogen, Leichhardt River Domain, Leichhardt River Fault Trough",Paleoproterozoic,Basin hydrothermal,Sediment-hosted,Siliciclastic-carbonate zinc-lead,,,Leichhardt River Domain
333874,Norseman Project,Norseman Project,WA,121.7941,-32.1964,operating mine,"Au, Ag",,"Gold, Silver","Pantoro Ltd, Tulla Resources PLC, Mineral Resources","Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
333876,Rosebery,,TAS,145.5431,-41.7723,operating mine,"Zn, Pb, Ag, Au, Bi, Cd","Cu, Sb","Zinc, Lead, Silver, Gold, (Copper, Bismuth, Cadmium, Antimony)",Minerals and Metals Group (MMG),"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,,Thylacine Province,Delamerian Orogen
333880,Kanowna Belle,,WA,121.5761,-30.6101,operating mine,Au,,Gold,Northern Star Resources Limited,"Yilgarn Craton, Eastern Goldfields Province, Eastern Goldfields Superterrane, Kalgoorlie Gold Metallogenic Province, Kalgoorlie Terrane, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
333883,Silvergrass (Rio),,WA,117.1852,-22.1833,operating mine,"FeOre, Hem, Fe",,"Iron ore, Hematite, Iron",Rio Tinto Limited,Hamersley Basin,Archean,,,,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
333889,Union Hill,"Maldon Project, Union Hill",VIC,144.0731,-36.9849,historic mine,"Au, Ag",,"Gold, Silver",Kaiser Reef Limited,"Lachlan Orogen, Lachlan Orogen, Bendigo Gold Metallogenic Province",,,,,,,Bendigo Zone
333890,Gossan Hill mine,Golden Grove,WA,116.9626,-28.7772,operating mine,"Cu, Zn, Au, Ag",Pb,"Copper, Zinc, Gold, Silver, (Lead)",29Metals Ltd,"Yilgarn Craton, Golden Grove Base Metal Metallogenic Province, Murchison Domain (Youanmi Terrane), Murchison Domain",Archean,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Felsic-siliciclastic VMS,,,West Australian Element
333891,Pentland,"Lauderdale, Northern Galilee Project",QLD,145.1986,-20.6335,mineral deposit,Cbl,,Coal - black,"Unnamed Owner, Glencore Plc",Galilee Basin,,,,,,Galilee Basin,Charters Towers Province
333907,Hope Downs JV,includes Hope North and Hope South,WA,119.1229,-22.9469,operating mine,"Fe, FeOre",,"Iron, Iron ore","Hancock Prospecting Pty Ltd, Rio Tinto Limited",Hamersley Basin,,Basin chemical,Iron formation,Superior-type banded iron formation,Warakurna Large Igneous Province,Hamersley Basin,Pilbara Craton
333909,Broula King,,NSW,148.4394,-33.9159,mineral deposit,Au,,Gold,"Capital Mining Limited, Resource Base Limited",Lachlan Orogen,Paleozoic,,,,,,Eastern Province
333911,Eulogie,,QLD,150.4344,-23.8453,mineral deposit,"Fe, Ti, V2O5",,"Iron, Titanium, Vanadium pentoxide",Central Queensland Metals Pty Ltd.,New England Orogen,,Magmatic,Ultramafic and (or) mafic-layered intrusion,U-M layered intrusion iron-titanium-vanadium,,,Yarrol Province
333912,Oceana,,TAS,145.3314,-41.9155,historic mine,"Pb, Zn, Ag",,"Lead, Zinc, Silver",Creat Resources Holdings Limited,Delamerian Orogen,Paleozoic,Basin hydrothermal,Sediment-hosted,Irish-type sediment-hosted zinc-lead,,Thylacine Province,Delamerian Orogen
333913,Lucknow,,QLD,144.9555,-19.0254,mineral deposit,"Ni, Co, Sc",,"Nickel, Cobalt, Scandium",Australian Mines Ltd,Thomson Orogen,Cenozoic,Supergene,Laterite,Laterite nickel,,,Mossman Orogen
333915,Spargoville - Location 1a,,WA,121.4917,-31.3181,historic mine,Ni,,Nickel,Estrella Resources,"Yilgarn Craton, Eastern Goldfields Province, Kambalda Nickel Metallogenic Province",Archean,,,,,,West Australian Element
333916,Great Greta,,NSW,151.4197,-32.5275,closed,Cbl,,Coal - black,Yancoal Australia Limited,Sydney Basin,,,,,,Sydney Basin,New England Orogen
333921,Taabinga,Kingaroy Project,QLD,151.822,-26.5953,mineral deposit,Cbl,,Coal - black,Moreton Resources Limited,Tarong Basin,Mesozoic,,,,,,New England Orogen
333922,Cameby Downs,"50259, 50260, 50269, ML50258",QLD,150.2872,-26.5786,operating mine,Cbl,,Coal - black,Yankuang Group Corporation Limited,Surat Basin,Mesozoic,,,,,Surat Basin,Connors-Auburn Province
333923,Missouri,Siberia Project,WA,120.9536,-30.2203,mineral deposit,Au,,Gold,Ora Banda Mining Ltd,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
333925,Golden Delicious,Sunrise Dam Project,WA,122.4593,-29.0136,mineral deposit,Au,,Gold,AngloGold Ashanti Limited,Yilgarn Craton,Archean,,,,,Carey Paleovalley,West Australian Element
333926,Argonaut,,WA,122.578,-31.21,mineral deposit,Au,,Gold,"Integra Mining Limited, Moto Goldmines Ltd.",Yilgarn Craton,,,,,,Lefroy Paleovalley,West Australian Element
333927,Vickers Laterite,Dalgaranga Gold Project,WA,117.302,-27.8159,mineral deposit,Au,,Gold,Gascoyne Resources Limited,"Yilgarn Craton, Murchison Province",,,,,,Moore-Monger Paleovalley,West Australian Element
333929,Ben Hur  - King of Creation,Brightstar Project,WA,122.3673,-28.1647,mineral deposit,Au,,Gold,A1 Minerals Limited,Yilgarn Craton,Archean,,,,,,West Australian Element
333930,Bugeye,,WA,116.9592,-28.9829,operating mine,Au,,Gold,"Warriedar Resources, Minjar Gold Pty Ltd",Yilgarn Craton,,,,,,,West Australian Element
333932,Walhalla (Carnegie),Davyhurst Project,WA,120.6502,-30.1502,operating mine,Au,,Gold,"Ora Banda Mining Ltd, Swan Gold Mining Limited",Yilgarn Craton,Archean,,,,,,West Australian Element
333933,Gormandale,,VIC,146.69,-38.287,mineral deposit,Cbr,,Coal - brown,"Department of Primary Industries, Loy Yang Power",Gippsland Basin,Cenozoic,,,,,Selwyn Province,Melbourne-Mathinna Zone
334055,Hellyer,,TAS,145.7221,-41.5746,feasibility,"Au, Zn, Pb, Cu, Bi","Ag, Sb","Gold, Zinc, Lead, (Silver, Copper, Bismuth, Antimony)",Munich Partners Ag,"Delamerian Orogen, Dundas Trough, Mount Read Igneous Province, Rosebery Basemetal Metallogenic Province",,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,,Thylacine Province,Delamerian Orogen
334056,Stradbroke,,VIC,146.84,-38.297,mineral deposit,Cbr,,Coal - brown,Department of Primary Industries,Gippsland Basin,Cenozoic,,,,,Gippsland Basin,Melbourne-Mathinna Zone
334057,Bogle South,Barnicoat Project,WA,122.4952,-28.6334,mineral deposit,Au,,Gold,Focus Minerals Limited,"Yilgarn Craton, Eastern Goldfields Province",Archean,,,,,,West Australian Element
334058,Leinster,"Agnew, Leinster, Perseverance, Rocky's Reward",WA,120.6972,-27.7889,care and maintenance,Ni,"Cu, Co","Nickel, (Copper, Cobalt)",BHP Group Limited,"Yilgarn Craton, Eastern Goldfields Province, Mount Keith Nickel Metallogenic Province, Norseman-Wiluna Belt",Archean,Magmatic,Komatiite,Komatiite nickel-copper-PGE,,,West Australian Element
334062,"Eucla Basin (Jacinth Ambrosia, Atacama, Typhoon, Sonoran, Tripitaka)","Ambrosia, Jacinth",SA,132.2203,-30.9076,operating mine,"Zrn, Ilm","Rt, Ti","Zircon, Ilmenite, (Rutile, Titanium)",Iluka Resources Limited,,,Erosional,Placer,Heavy mineral sands,,Eucla Basin,South Australian Element
334063,Camel 2,,WA,118.1474,-20.8998,mineral deposit,Au,,Gold,De Grey Mining Limited,Pilbara Craton,Archean,,,,Warakurna Large Igneous Province,,Pilbara Craton
334064,Mount Bowie,Burnakura Project,WA,118.4404,-27.0885,mineral deposit,Au,,Gold,"Monument Mining Limited, Kentor Gold Limited","Yilgarn Craton, Murchison Province",Archean,,,,Warakurna Large Igneous Province,,West Australian Element
334065,Mutooroo,"Mutooroo Consols, Mutooroo West, Trinity Mine",SA,140.938,-32.2496,pre-feasibility,"Cu, Co",Au,"Copper, Cobalt, (Gold)",Havilah Resources NL,Curnamona Province,Proterozoic,,,,,,Curnamona Province
334066,Westonia - Edna May,Edna May,WA,118.6998,-31.2912,mineral deposit,Au,,Gold,Ramelius Resources Limited,"Yilgarn Craton, Bounty Gold Metallogenic Province, Southern Cross Province",Archean,Metamorphic hydrothermal,Orogenic,Hypozonal orogenic gold,,Deborah Paleovalley,West Australian Element
334067,Agnew,Agnew Gold Project,WA,120.5081,-28.0007,operating mine,Au,,Gold,Gold Fields Limited,"Yilgarn Craton, Eastern Goldfields Province, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,,West Australian Element
334068,Eneabba area (Iluka Mid West),Mid-West (Iluka),WA,115.3018,-29.8356,closed,"Ilm, Zrn, Rt",,"Ilmenite, Zircon, Rutile",Iluka Resources Limited,Perth Basin,,Erosional,Placer,Heavy mineral sands,,Perth Basin,Pinjarra Orogen
334069,Granny Smith,Granny Smith Project,WA,122.423,-28.812,operating mine,Au,,Gold,Gold Fields Limited,"Yilgarn Craton, Eastern Goldfields Province, Kurnalpi Terrane",Archean,Metamorphic hydrothermal,Orogenic,Epizonal orogenic gold,,,West Australian Element
334071,Hannan South,Kalgoorlie Project,WA,121.5526,-30.8834,historic mine,Au,,Gold,"Barrick Gold Corporation, Newmont Mining Corporation, Kalgoorlie Consolidated Gold Mines","Yilgarn Craton, Eastern Goldfields Province, Kalgoorlie Gold Metallogenic Province, Norseman-Wiluna Belt",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,,Roe Paleovalley,West Australian Element
334072,Mount Painter,"Armchair, Mt Gee, Radium Ridge, Streitberg",SA,139.37,-30.227,historic mine,"U, REE, U3O8",,"Uranium, Rare earth elements, Uranium oxide",Marathon Resources Ltd.,Mount Painter Block,Paleozoic,,,,,,Curnamona Province
334073,Peko,,NT,134.2835,-19.6751,care and maintenance,"Au, Cu, Bi, Co, Ag",,"Gold, Copper, Bismuth, Cobalt, Silver",Elmore Limited,"Tennant Creek Block, Warramunga Province, Warrego Metallogenic Province",Paleoproterozoic,Regional metasomatic,Metasomatic iron,Iron oxide gold,Kalkarindji Igneous Province,Warramunga Province,North Australian Element
334074,WIM 150,,VIC,142.3691,-36.8028,mineral deposit,"Zrn, Rt, Ilm, Ti, HM, Leu","Xen, Mnsd","Zircon, Rutile, Ilmenite, Titanium, Heavy minerals, (Xenotime, Leucoxene, Mineral sands)","Guangdong Orient Zirconic Industry Science & Technology Co, Limited, Australian Zircon NL",Murray Basin,Cenozoic,Erosional,Placer,Heavy mineral sands,,Murray Basin,Delamerian Orogen
334075,Hamersley Iron - Yandicoogina-Junction (Rio Tinto-HIYandi),"Junction, YandCRA, Yandicoogina",WA,119.2125,-22.761,operating mine,Fe,,Iron,"Rio Tinto Limited, HIsmelt",Hamersley Basin,Cenozoic,,,,Warakurna Large Igneous Province,Yandicoogina Paleovalley,Pilbara Craton
334077,Anchor,Blue Tier,TAS,148.0131,-41.2245,historic mine,"Sn, W, Cu",,"Tin, Tungsten, Copper",Minemakers Ltd (MAK),"Lachlan Orogen, Lachlan Orogen",,Magmatic hydrothermal,Greisen,Greisen tin ± W-Mo,,,Melbourne-Mathinna Zone
334081,Einasleigh,,QLD,144.0999,-18.5074,historic mine,Cu,"Au, Ag","Copper, (Gold, Silver)",Aurora Metals Ltd,"Etheridge Province, Georgetown Block",Proterozoic,Regional metasomatic,IOCG,Magnetite-dominant IOCG,,Etheridge Province,North Australian Element
