Ticker,Name,Market Cap,Revenue:Y,Tot Assets:Y,Number of Employees:Y,Sec Type,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,BICS L6 Seg Nm,CIE_DES_BULK
687364Z AU Equity,DONEGAL RESOURCES PTY LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Donegal Resources Pty Ltd was founded in 2000. The Company's line of businessincludes providing nonmetallic mineral services.
3470542Q AU Equity,DORAL MINERAL INDUSTRIES LTD,,,,100,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Doral Mineral Industries Limited, through affiliated companies, invests in andfinances companies active in mineral exploration and production.  The companiesproduce refractory grade fused alumina, fused zirconia, abrasive-grade fusedalumina and fused magnesia.  The Company operates production plants in Rocking-ham and Western Australia."
2065630D AU Equity,DORAY MINERALS LTD,,159237000,199660000,107,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Doray Minerals Ltd. explores for gold.  The Company explores the MurchisonRegion of Western Australia, and the Central Gawler Gold Province of SouthAustralia."
1712 HK Equity,DRAGON MINING LTD,1214181988,73540000,132572000,60,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Dragon Mining Limited operates gold mining and production businesses. TheCompany provides gold exploration, development, and supervision services.Dragon Mining conducts businesses in Sweden, Finland, and other countries."
DMG AU Equity,DRAGON MOUNTAIN GOLD LTD,2368029.99,7708,1437122,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Dragon Mountain Gold Limited is a gold mining company. The Company ownsinterests in gold projects held in joint venture in china.
0626835D AU Equity,DRAYTON COAL MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,Drayton Coal Mine operates as an open cut thermal coal mine. The Companyproduces and exploits coal and other resources. Drayton Coal Mineserves customers in Australia.
DRE AU Equity,DREADNOUGHT RESOURCES LTD,126987500,0,53253664,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Dreadnought Resources Limited is a mineral exploration and production company.The Company explores for both gold and uranium in Queensland, South Australiaand the Northern Territory."
0840243D AU Equity,DUGALD RIVER LD/ZINC DEP,,,,,Private Comp,Materials,Materials,Metals & Mining,Precious Metals, , ,"The Dugald River lead-zinc deposit is approximately 85km NE of Mount Isa in NWQueensland, Australia. It contains zinc, lead, silver and gold mineralisationin sulphides hosted in Proterozoic sediments of the Mary Kathleen Zone. It isaccessible from a road that runs between Cloncurry to Normanton."
KORA LN Equity,DUKE GROUP/THE,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Duke Group (formerly Kia Ora Gold Corporation NL) mined gold.  The Company is inliquidation.
DKM AU Equity,DUKETON MINING LTD,18383989.95,0,11980822,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel,Duketon Mining Ltd is a mining company.  The Company is focused on Nickel andGold. Duketon's main focus will be on the flagship Duketon Project located overthe highly prospective Duketon Greenstone Belt within the world class EasternYilgarn Nickel and Gold Mineral Province.
DUN AU Equity,DUNDAS MINERALS LTD,2144366.92,67581,5064032,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Dundas Minerals Limited operates as a mining company. The Company focuses ondeveloping and exploring gold, nickel, copper, and other mineral deposits.Dundas Minerals serves customers worldwide."
DY6 AU Equity,DY6 METALS LTD,21931844.88,0,7506924,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining,Rare Earth,DY6 Metals Ltd is an early-stage mineral exploration and development company.The Company focuses on rare earth and critical metals discoveries in Malawi.
DYM AU Equity,DYNAMIC METALS LTD/AUSTRALIA,15270395.09,0,12895146,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining,Mineral Mining, ,Dynamic Metals Limited provides exploration and mining services. The Companyexplores and develops critical minerals projects. Dynamic Metals servescustomers worldwide.
ZAM AU Equity,E79 GOLD MINES LTD,,0,10456435,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"E79 Gold Mines Limited is a gold mining company. The Company explores anddevelops gold projects with environmental, social, and governance practices.E79 Gold Mines serves clients worldwide."
1649470D AU Equity,EAGLE MINING PTY LTD,,37381999.97,97616000,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Eagle Mining Pty Ltd. is a gold production and mineral exploration company.
EM2 AU Equity,EAGLE MOUNTAIN MINING LTD,6810223.734,0,18268602,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Copper,Copper Mining,"Eagle Mountain Mining Limited operates as a mining company. The Company minesand explores copper, silver, and gold projects. Eagle Mountain Mining servescustomers in Australia and the United States."
EE1 AU Equity,EARTHS ENERGY LTD,4501947.282,0,6682285,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,Earths Energy Limited is an Australian based minerals exploration anddevelopment company. The Company's main focus is the Panda Hill Niobium Projectin Tanzania.
2310459Q CN Equity,EAST AFRICA GOLD CORPORATION,,,,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"East Africa Gold Corporation, through its subsidiary, explores for gold in EastAfrica's Tanzania.  The Company focuses on exploring and developing its holdingsin the Lake Victoria Goldfields district."
EER AU Equity,EAST ENERGY RESOURCES LTD,,0,12675704,,Common Stock,Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal, ,"East Energy Resources Ltd. acquires, explores, and develops coal properties."
EAM AU Equity,EASTERN ALUMINIUM LIMITED,,,80894000,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Eastern Aluminium Limited owns a 10% equity interest in the Portland aluminiumsmelter located in western Victoria mainly producing ingots. The Portlandsmelter exports aluminium to Japan, Korea and Taiwan."
EFE AU Equity,EASTERN RESOURCES LTD,4287038.954,0,12417141,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Eastern Resources Limited provides exploration and mining services. The Companyexplores and develops iron and copper project in Victoria, as well as lithiumproject in Trigg Hill, Western Australia. Eastern Resources serves customersworldwide."
EPM AU Equity,ECLIPSE METALS LTD,77977961.41,4756,16058713,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,"Eclipse Metals Limited operates as a mineral exploration company. The Companyfocuses on exploration and production of manganese, uranium, gold, vanadium, andprecious metals. Eclipse Metals serves clients in Australia."
1638410D AU Equity,ECOMAG LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals,Manganese, ,"EcoMag Limited operates as a metal mining company. The Company engages in thedevelopment, production, and sale of magnesium-based materials. EcoMag servesclients in Australia."
1994347D AU Equity,EDGE MINERALS PTY LTD,,,,,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Edge Minerals Pty Ltd provides mineral and precious stone mining services.
0739548D AU Equity,EGERTON GOLD MINE,,,,,Private Comp,Materials,Materials,Metals & Mining,Base Metals, , ,The Egerton gold deposits are located in the Lower Proterozoic Egerton inlierin the Gascoyne Region of Western Australia. Mineralization of the areaconsists of quartz veining.
E25 AU Equity,ELEMENT 25 LTD,68583720.3,13296901,65189012,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Element 25 Limited acquires and explores for mineral resources. The Companymines for manganese, gold, copper-lead-zinc, nickel, and copper-gold targets.Element 25 serves customers in Australia."
ELT AU Equity,ELEMENTOS LTD,45739587.36,0,21942376,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,"Elementos Limited is an Australian, ASX-listed diversified metals company,focused on the development of the Cleveland Province in Tasmania.Cleveland includes an advanced stage tin tailings, an open pit tin-copper, anunderground tin-copper, and potential tungsten project. Elementos focuses onassets in low sovereign risk regions with established mining infrastructure."
EL8 AU Equity,ELEVATE URANIUM LTD,111828585.5,476429,13259794,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,Marenica Energy Limited provides exploration and mining services. The Companyexplores and develops uranium resources in Namibia and Australia. MarenicaEnergy serves customers worldwide.
EDN AU Equity,ELKEDRA DIAMONDS NL,,10386999.13,24927836,105,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,Elkedra Diamonds NL is a diamond exploration company involved in developingdiamond mines in the Casca Basin in Brazil and the Altjawarra Craton inAustralia.
938001Z AU Equity,ELLAVALE ENGINEERING PTY LTD,,,,,Private Comp,Materials,Materials,Metals & Mining,Coal Mining, , ,Ellavale Engineering Pty Limited operates as coal mining company.
ELL AU Equity,ELLENDALE RESOURCES NL,,,17869584,3,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Ellendale Resources NL is a diamond exploration company with operations in thesouthern Kimberleys Ellendale diamond field of Western Australia.  The Company'sexploration projects include Ellendale, Kununurra, King George, Casuarina andKimberley."
ELE AU Equity,ELMORE LTD,,6725691,71011816,,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,Elmore Ltd provides mining services. The Company explores and develops mineralproperties. Elmore serves customers in Australia.
ELR AU Equity,ELSMORE RESOURCES LTD,,0,1804749,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Tin, ,Elsmore Resources Limited is a mining and exploration company. The Companyexplores and develops properties for tin and gem stone deposits in the NewEngland region of South Wales.
3460646Q AU Equity,ELTIN LIMITED,,508662994.4,360276000,1800,Common Stock,Materials,Materials,Metals & Mining,Mining Services, , ,"Eltin Limited provides surface and underground contract mining services inAustralia, South America and Africa.  The Company's contracts includeopen pitmining, crushing and transport services, development, exploration and productiondrilling and ore haulage.  Eltin explores various mineral bearing minesincluding several gold mines."
EMR AU Equity,EMERALD RESOURCES NL,2817944872,430414000,756118016,328,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Emerald Resources NL operates as a mining company. The Company focuses onmining and exploration of gold projects. Emerald Resources serves clients inAustralia.
EMT AU Equity,EMETALS LTD,3400000,0,5274386,909,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"EMETALS Limited operates as a mineral exploration company. The Company exploresand mines tungsten, molybdenum, and base metal, as well as gold and precisionmetal resources. EMETALS serves customers worldwide."
ERM AU Equity,EMMERSON RESOURCES LTD,158921961,71691,5704039,,Common Stock,Materials,Materials,Metals & Mining,Precious Metals,Gold, ,Emmerson Resources Limited is a mineral exploration and mining company. TheCompany explores for gold and copper/gold deposits in Australia's Tennent creekmineral field.
1558196D AU Equity,EMPEROR MINES PTY LTD,,,,20,Common Stock,Materials,Materials,Metals & Mining,Precious Metals, , ,"Emperor Mines Limited is a gold exploration and mining company with its coreVatukoula operation located on the north coast of Viti Levu, Fiji's largestisland.  The Company's primary interests are the Vatukuola underground goldmine, the Tuvatu project and various exploration leases."
ERL AU Equity,EMPIRE RESOURCES LTD,7419566.22,0,803950,,Common Stock,Materials,Materials,Metals & Mining,Base Metals, , ,"Empire Resources Limited is a mineral exploration company. The Company minesfor uranium, copper, and gold."
EMPC US Equity,EMPRESS MINING INC,,,21737,1,Common Stock,Materials,Materials,Metals & Mining,Mineral & Precious Stone Mining, , ,"Empress Mining, Inc. is a mining company. The Company explores for minerals."
EMU AU Equity,EMU NL,3909924.262,0,201963,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc",Nickel,Emu NL is a mineral exploration and production company. The Companyexplores and develops nickel sulphide projects in Australia.
ENR AU Equity,ENCOUNTER RESOURCES LTD,167641476.9,0,37934380,,Common Stock,Materials,Materials,Metals & Mining,Base Metals,Uranium, ,"Encounter Resources Ltd. is a mineral exploration company. The Company focusesin the methodological exploration and the development of base metals, manganeseand uranium resources in Australia."
